Année;Perimètre juridique;Perimètre spatial;Indicateur;Type de contrat;Tranche horaire;Collège;Genre;Valeur;Unité;Chapitre du bilan social
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Femme;2.0;Nombre;§4.2.2
2019;EDF SA;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;;;;;1.0;Nombre;§4.7.2
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Homme;13821.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Homme;786.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Homme;839.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Femme;189.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Homme;56.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Homme;21.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Homme;6.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Homme;1.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Homme;35.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Femme;913.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Femme;8.0;Nombre;§4.2.2
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Homme;1588.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Femme;357.0;Nombre;§4.1.3
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Homme;277.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Femme;1050.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Femme;87.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Homme;3.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Homme;20.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Femme;8.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Homme;25.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Femme;155.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Homme;5.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Femme;4.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Femme;138.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Homme;843.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Homme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Femme;1.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Homme;799.0;Nombre;§4.2.2
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Homme;1165.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Femme;215.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Femme;2493.0;Nombre;§4.1.2
2019;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Femme;477.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Femme;23.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Homme;10.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Femme;5.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Femme;4.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Femme;1.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Femme;230.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Homme;2.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Homme;153.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Femme;2.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Femme;0.0;Nombre;§4.1.4
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Homme;196.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Femme;45.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Femme;0.0;Nombre;§4.1.5
2019;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Homme;303.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Homme;899.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Femme;187.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Homme;58.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Homme;2.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Femme;5.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Homme;3.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Femme;568.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Homme;204.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Femme;1.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Homme;40.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés déclarés définitivement inaptes à leur emploi par le médecin du travail;;;;;1.0;Nombre;§4.7.1
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Homme;1154.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Homme;1665.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Execution;Femme;179.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Homme;821.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Femme;426.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Homme;293.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Femme;1072.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Femme;532.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Homme;43.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Femme;109.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Homme;12.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Femme;88.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Homme;3.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Homme;26.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Homme;17.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Homme;38.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Homme;174.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Femme;173.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Femme;140.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Femme;1022.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Femme;53.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Femme;1.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Femme;1.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Homme;797.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Homme;14104.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Homme;41.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Homme;101.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Femme;75.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Homme;76.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Femme;5.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Cadre;Homme;219.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Cadre;Homme;263.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés reclassés dans l'entreprise à la suite d'une inaptitude;;;;;0.0;Nombre;§4.7.2
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Cadre;Femme;191.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Femme;1613.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Femme;384.0;Nombre;§4.1.3
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Homme;18.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Homme;8.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Cadre;Femme;5.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Femme;264.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Femme;1.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Femme;78.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Femme;1.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés ayant bénéficié de repos compensateur;;;Maitrise;Femme;2486.0;Nombre;§4.1.2
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Femme;16.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Maitrise;Femme;394.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Cadre;Femme;8.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Cadre;Femme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Homme;27.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Homme;5.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Cadre;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Maitrise;Homme;913.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Femme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Execution;Homme;0.0;Nombre;§4.1.5
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Maitrise;Femme;8.0;Nombre;§4.2.2
2018;EDF SA;France;Salariés en services continus de plus de 50 ans;;;Execution;Femme;2.0;Nombre;§4.2.2
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Maitrise;Femme;1651.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Cadre;Homme;108.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Execution;Femme;547.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Femme;20.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Homme;31.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Maitrise;Femme;105.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Cadre;Femme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Maitrise;Femme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;Moins de 20 heures;Execution;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Execution;Homme;18.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Maitrise;Femme;594.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Homme;23.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Execution;Femme;175.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Cadre;Femme;5.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Maitrise;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Execution;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Cadre;Homme;838.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés bénéficiaires d'un système d'horaires individualisés;;;Execution;Homme;38.0;Nombre;§4.1.3
2017;EDF SA;France;Salariés à temps partiel en décembre;;;Maitrise;Femme;1095.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Cadre;Homme;21.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;Moins de 20 heures;Execution;Femme;104.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;Moins de 20 heures;Execution;Homme;2.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 20 heures à moins de 30 heures;Cadre;Femme;70.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Maitrise;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 20 heures à moins de 30 heures;Execution;Homme;0.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Statutaires;De 30 heures à moins de 35 heures;Cadre;Femme;80.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDI;De 30 heures à moins de 35 heures;Execution;Femme;1.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés à temps partiel en décembre;Non statutaire CDD;De 30 heures à moins de 35 heures;Execution;Femme;2.0;Nombre;§4.1.4
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Statutaires;;Execution;Femme;56.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Homme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Cadre;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDI;;Maitrise;Femme;0.0;Nombre;§4.1.5
2017;EDF SA;France;Salariés en réduction collective du temps de travail;Non statutaire CDD;;Cadre;Femme;0.0;Nombre;§4.1.5
